anio,semana,fecha_inicio,entidad_federativa,ciudad_sede,enfermedad,casos_semana,fuente,baseline_mean,baseline_std,umbral_alerta,zscore,anomalia_zscore,anomalia_iqr,anomalia_rel,n_metodos,anomalia
2016,5,2016-02-01,Nuevo León,Monterrey,Escarlatina,4,boletin_pdf,5.0,2.0,9.0,-0.5,False,False,False,0,False
2016,5,2016-02-01,Nuevo León,Monterrey,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,5,2016-02-01,Nuevo León,Monterrey,Sarampion,0,SEFE_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,5,2016-02-01,Nuevo León,Monterrey,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,6,2016-02-08,Ciudad de México,CDMX,Erisipela,0,boletin_pdf,8.0,9.797958971132712,27.595917942265423,-0.8164965809277261,False,False,False,0,False
2016,6,2016-02-08,Ciudad de México,CDMX,Escarlatina,0,boletin_pdf,9.0,10.519822558706334,30.039645117412668,-0.8555277382080452,False,False,False,0,False
2016,6,2016-02-08,Ciudad de México,CDMX,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,6,2016-02-08,Ciudad de México,CDMX,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,6,2016-02-08,Jalisco,Guadalajara,Erisipela,6,boletin_pdf,3.5,1.9148542155126762,7.329708431025352,1.3055824196677337,False,False,False,0,False
2016,6,2016-02-08,Jalisco,Guadalajara,Escarlatina,8,boletin_pdf,5.5,1.9148542155126762,9.329708431025352,1.3055824196677337,False,False,False,0,False
2016,6,2016-02-08,Jalisco,Guadalajara,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,6,2016-02-08,Jalisco,Guadalajara,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,6,2016-02-08,Nuevo León,Monterrey,Erisipela,82,boletin_pdf,69.5,9.71253485622231,88.92506971244462,1.286996668227338,False,False,False,0,False
2016,6,2016-02-08,Nuevo León,Monterrey,Escarlatina,8,boletin_pdf,5.5,4.123105625617661,13.746211251235321,0.6063390625908325,False,False,False,0,False
2016,6,2016-02-08,Nuevo León,Monterrey,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,6,2016-02-08,Nuevo León,Monterrey,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,7,2016-02-15,Ciudad de México,CDMX,Erisipela,0,boletin_pdf,5.0,6.6332495807108,18.2664991614216,-0.753778361444409,False,False,False,0,False
2016,7,2016-02-15,Ciudad de México,CDMX,Escarlatina,0,boletin_pdf,5.0,6.6332495807108,18.2664991614216,-0.753778361444409,False,False,False,0,False
2016,7,2016-02-15,Ciudad de México,CDMX,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,7,2016-02-15,Ciudad de México,CDMX,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,7,2016-02-15,Jalisco,Guadalajara,Erisipela,6,boletin_pdf,8.0,3.6514837167011076,15.302967433402216,-0.5477225575051661,False,False,False,0,False
2016,7,2016-02-15,Jalisco,Guadalajara,Escarlatina,2,boletin_pdf,5.0,2.581988897471611,10.163977794943222,-1.161895003862225,False,False,False,0,False
2016,7,2016-02-15,Jalisco,Guadalajara,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,7,2016-02-15,Jalisco,Guadalajara,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,7,2016-02-15,Nuevo León,Monterrey,Erisipela,52,boletin_pdf,72.5,13.79613472438325,100.0922694487665,-1.4859234422934677,False,False,False,0,False
2016,7,2016-02-15,Nuevo León,Monterrey,Escarlatina,16,boletin_pdf,7.0,6.6332495807108,20.2664991614216,1.3568010505999364,False,False,False,0,False
2016,7,2016-02-15,Nuevo León,Monterrey,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,7,2016-02-15,Nuevo León,Monterrey,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,8,2016-02-22,Ciudad de México,CDMX,Erisipela,0,boletin_pdf,10.0,12.000000000000002,34.0,-0.8333333333333333,False,False,False,0,False
2016,8,2016-02-22,Ciudad de México,CDMX,Escarlatina,0,boletin_pdf,6.0,9.521904571390465,25.04380914278093,-0.6301260378126046,False,False,False,0,False
2016,8,2016-02-22,Ciudad de México,CDMX,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,8,2016-02-22,Ciudad de México,CDMX,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,8,2016-02-22,Jalisco,Guadalajara,Erisipela,12,boletin_pdf,7.0,4.760952285695233,16.521904571390465,1.0502100630210074,False,False,False,0,False
2016,8,2016-02-22,Jalisco,Guadalajara,Escarlatina,12,boletin_pdf,6.0,4.320493798938574,14.640987597877148,1.3887301496588271,False,False,False,0,False
2016,8,2016-02-22,Jalisco,Guadalajara,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,8,2016-02-22,Jalisco,Guadalajara,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,8,2016-02-22,Nuevo León,Monterrey,Erisipela,86,boletin_pdf,79.0,21.19748412744619,121.39496825489238,0.3302278684542805,False,False,False,0,False
2016,8,2016-02-22,Nuevo León,Monterrey,Escarlatina,14,boletin_pdf,7.0,4.760952285695232,16.521904571390465,1.4702940882294107,False,False,False,0,False
2016,8,2016-02-22,Nuevo León,Monterrey,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,8,2016-02-22,Nuevo León,Monterrey,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,9,2016-02-29,Ciudad de México,CDMX,Erisipela,0,boletin_pdf,7.5,10.376254944182254,28.252509888364507,-0.72280413697864,False,False,False,0,False
2016,9,2016-02-29,Ciudad de México,CDMX,Escarlatina,0,boletin_pdf,9.5,11.704699910719626,32.90939982143925,-0.8116397748309229,False,False,False,0,False
2016,9,2016-02-29,Ciudad de México,CDMX,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,9,2016-02-29,Ciudad de México,CDMX,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,9,2016-02-29,Jalisco,Guadalajara,Erisipela,8,boletin_pdf,6.5,3.415650255319866,13.331300510639732,0.43915503282683993,False,False,False,0,False
2016,9,2016-02-29,Jalisco,Guadalajara,Escarlatina,10,boletin_pdf,5.5,3.415650255319866,12.331300510639732,1.3174650984805198,False,False,False,0,False
2016,9,2016-02-29,Jalisco,Guadalajara,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,9,2016-02-29,Jalisco,Guadalajara,Sarampion,0,SEFE_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,9,2016-02-29,Jalisco,Guadalajara,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,9,2016-02-29,Nuevo León,Monterrey,Erisipela,90,boletin_pdf,91.5,22.8837642591132,137.2675285182264,-0.06554865637556295,False,False,False,0,False
2016,9,2016-02-29,Nuevo León,Monterrey,Escarlatina,6,boletin_pdf,6.5,4.123105625617661,14.746211251235321,-0.12126781251816648,False,False,False,0,False
2016,9,2016-02-29,Nuevo León,Monterrey,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,9,2016-02-29,Nuevo León,Monterrey,Sarampion,0,SEFE_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,9,2016-02-29,Nuevo León,Monterrey,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,10,2016-03-07,Ciudad de México,CDMX,Erisipela,0,boletin_pdf,5.5,4.123105625617661,13.746211251235321,-1.3339459376998313,False,False,False,0,False
2016,10,2016-03-07,Ciudad de México,CDMX,Escarlatina,0,boletin_pdf,18.5,14.45683229480096,47.41366458960192,-1.279671758152238,False,False,False,0,False
2016,10,2016-03-07,Ciudad de México,CDMX,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,10,2016-03-07,Ciudad de México,CDMX,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,10,2016-03-07,Jalisco,Guadalajara,Erisipela,10,boletin_pdf,9.5,1.9148542155126764,13.329708431025352,0.26111648393354675,False,False,False,0,False
2016,10,2016-03-07,Jalisco,Guadalajara,Escarlatina,8,boletin_pdf,4.5,2.516611478423583,9.533222956847165,1.390758974918296,False,True,False,1,False
2016,10,2016-03-07,Jalisco,Guadalajara,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,10,2016-03-07,Jalisco,Guadalajara,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,10,2016-03-07,Nuevo León,Monterrey,Erisipela,78,boletin_pdf,89.5,17.0,123.5,-0.6764705882352942,False,False,False,0,False
2016,10,2016-03-07,Nuevo León,Monterrey,Escarlatina,4,boletin_pdf,9.5,9.0,27.5,-0.6111111111111112,False,False,False,0,False
2016,10,2016-03-07,Nuevo León,Monterrey,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,10,2016-03-07,Nuevo León,Monterrey,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,11,2016-03-14,Ciudad de México,CDMX,Erisipela,0,boletin_pdf,16.0,10.954451150103322,37.90890230020665,-1.4605934866804429,False,False,False,0,False
2016,11,2016-03-14,Ciudad de México,CDMX,Escarlatina,0,boletin_pdf,20.0,13.856406460551018,47.712812921102035,-1.4433756729740645,False,False,False,0,False
2016,11,2016-03-14,Ciudad de México,CDMX,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,11,2016-03-14,Ciudad de México,CDMX,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,11,2016-03-14,Jalisco,Guadalajara,Erisipela,8,boletin_pdf,7.5,4.725815626252609,16.951631252505216,0.10580184237878973,False,False,False,0,False
2016,11,2016-03-14,Jalisco,Guadalajara,Escarlatina,2,boletin_pdf,5.5,4.725815626252608,14.951631252505216,-0.7406128966515283,False,False,False,0,False
2016,11,2016-03-14,Jalisco,Guadalajara,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,11,2016-03-14,Jalisco,Guadalajara,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,11,2016-03-14,Nuevo León,Monterrey,Erisipela,80,boletin_pdf,74.0,9.521904571390467,93.04380914278093,0.6301260378126045,False,False,False,0,False
2016,11,2016-03-14,Nuevo León,Monterrey,Escarlatina,12,boletin_pdf,5.0,4.760952285695233,14.521904571390467,1.4702940882294102,False,False,False,0,False
2016,11,2016-03-14,Nuevo León,Monterrey,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,11,2016-03-14,Nuevo León,Monterrey,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,12,2016-03-21,Ciudad de México,CDMX,Erisipela,0,boletin_pdf,11.0,9.865765724632494,30.73153144926499,-1.1149666743591518,False,False,False,0,False
2016,12,2016-03-21,Ciudad de México,CDMX,Escarlatina,0,boletin_pdf,20.5,15.864005379054394,52.22801075810879,-1.2922335507441656,False,False,False,0,False
2016,12,2016-03-21,Ciudad de México,CDMX,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,12,2016-03-21,Ciudad de México,CDMX,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,12,2016-03-21,Jalisco,Guadalajara,Erisipela,6,boletin_pdf,10.5,6.60807586719967,23.71615173439934,-0.6809849176121797,False,False,False,0,False
2016,12,2016-03-21,Jalisco,Guadalajara,Escarlatina,0,boletin_pdf,5.0,6.2182527020592095,17.43650540411842,-0.8040844011283462,False,False,False,0,False
2016,12,2016-03-21,Jalisco,Guadalajara,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,12,2016-03-21,Jalisco,Guadalajara,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,12,2016-03-21,Nuevo León,Monterrey,Erisipela,90,boletin_pdf,81.0,16.852299546352715,114.70459909270542,0.534051746187234,False,False,False,0,False
2016,12,2016-03-21,Nuevo León,Monterrey,Escarlatina,20,boletin_pdf,11.0,11.604596790352806,34.209193580705616,0.7755547359889252,False,False,False,0,False
2016,12,2016-03-21,Nuevo León,Monterrey,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,12,2016-03-21,Nuevo León,Monterrey,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,13,2016-03-28,Ciudad de México,CDMX,Erisipela,0,boletin_pdf,9.5,7.54983443527075,24.5996688705415,-1.2583057392117916,False,False,False,0,False
2016,13,2016-03-28,Ciudad de México,CDMX,Escarlatina,0,boletin_pdf,18.0,15.05545305418162,48.11090610836324,-1.1955800954791287,False,False,False,0,False
2016,13,2016-03-28,Ciudad de México,CDMX,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,13,2016-03-28,Ciudad de México,CDMX,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,13,2016-03-28,Jalisco,Guadalajara,Erisipela,10,boletin_pdf,13.0,3.4641016151377544,19.928203230275507,-0.8660254037844387,False,False,False,0,False
2016,13,2016-03-28,Jalisco,Guadalajara,Escarlatina,0,boletin_pdf,5.5,6.191391873668904,17.882783747337808,-0.8883301383959731,False,False,False,0,False
2016,13,2016-03-28,Jalisco,Guadalajara,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,13,2016-03-28,Jalisco,Guadalajara,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,13,2016-03-28,Nuevo León,Monterrey,Erisipela,34,boletin_pdf,72.5,36.71057976478534,145.92115952957067,-1.04874399278573,False,False,False,0,False
2016,13,2016-03-28,Nuevo León,Monterrey,Escarlatina,6,boletin_pdf,6.0,1.632993161855452,9.265986323710905,0.0,False,False,False,0,False
2016,13,2016-03-28,Nuevo León,Monterrey,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,13,2016-03-28,Nuevo León,Monterrey,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,14,2016-04-04,Ciudad de México,CDMX,Erisipela,0,boletin_pdf,8.0,7.483314773547883,22.966629547095764,-1.0690449676496976,False,False,False,0,False
2016,14,2016-04-04,Ciudad de México,CDMX,Escarlatina,0,boletin_pdf,19.5,15.609825965290794,50.71965193058159,-1.2492131586450226,False,False,False,0,False
2016,14,2016-04-04,Ciudad de México,CDMX,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,14,2016-04-04,Ciudad de México,CDMX,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,14,2016-04-04,Jalisco,Guadalajara,Erisipela,8,boletin_pdf,8.0,5.887840577551898,19.775681155103797,0.0,False,False,False,0,False
2016,14,2016-04-04,Jalisco,Guadalajara,Escarlatina,2,boletin_pdf,6.0,5.656854249492381,17.31370849898476,-0.7071067811865475,False,False,False,0,False
2016,14,2016-04-04,Jalisco,Guadalajara,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,14,2016-04-04,Jalisco,Guadalajara,Sarampion,0,SEFE_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,14,2016-04-04,Jalisco,Guadalajara,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,14,2016-04-04,Nuevo León,Monterrey,Erisipela,92,boletin_pdf,92.0,33.94112549695428,159.88225099390854,0.0,False,False,False,0,False
2016,14,2016-04-04,Nuevo León,Monterrey,Escarlatina,6,boletin_pdf,5.0,3.4641016151377544,11.928203230275509,0.2886751345948129,False,False,False,0,False
2016,14,2016-04-04,Nuevo León,Monterrey,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,14,2016-04-04,Nuevo León,Monterrey,Sarampion,0,SEFE_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,14,2016-04-04,Nuevo León,Monterrey,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,15,2016-04-11,Ciudad de México,CDMX,Erisipela,0,boletin_pdf,13.5,18.138357147217054,49.77671429443411,-0.7442790926669612,False,False,False,0,False
2016,15,2016-04-11,Ciudad de México,CDMX,Escarlatina,0,boletin_pdf,14.5,11.0,36.5,-1.3181818181818181,False,False,False,0,False
2016,15,2016-04-11,Ciudad de México,CDMX,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,15,2016-04-11,Ciudad de México,CDMX,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,15,2016-04-11,Jalisco,Guadalajara,Erisipela,12,boletin_pdf,9.5,4.123105625617661,17.746211251235323,0.6063390625908325,False,False,False,0,False
2016,15,2016-04-11,Jalisco,Guadalajara,Escarlatina,0,boletin_pdf,7.0,5.773502691896258,18.547005383792516,-1.212435565298214,False,False,False,0,False
2016,15,2016-04-11,Jalisco,Guadalajara,Rubeola,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,15,2016-04-11,Jalisco,Guadalajara,Sarampion,0,boletin_pdf,0.0,0.0,0.0,0.0,False,False,False,0,False
2016,15,2016-04-11,Nuevo León,Monterrey,Erisipela,96,boletin_pdf,93.5,11.0,115.5,0.22727272727272727,False,False,False,0,False
2016,15,2016-04-11,Nuevo León,Monterrey,Escarlatina,8,boletin_pdf,17.0,13.71130920080209,44.42261840160418,-0.6563924617405255,False,False,False,0,False
